CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,REGS_CON_MISMO_CODIGO,TELEFONO_ORIG,TELEFONO_DIG,TELEFONO_8DIG,TELEFONOS_VALIDOS
11-01-0082-46,11-014,Retalhuleu,Retalhuleu,Instituto Nacional Mixto Nocturno De Educacion Media,3A Calle 6-49 Zona 4,53494788.0,Julio César Herrera Roldán,Juan De Dios Rodas Hernández,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU,1,53494788.0,534947880,53494788,53494788
11-01-0084-46,11-004,Retalhuleu,Retalhuleu,"Centro Educativo ""Juan Pablo Ii""","7A. Calle 4-47, Zona 1",77710490.0,Miguel Angel Armas Rocha,Pedro Eduardo Chavez Escobar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,1,77710490.0,777104900,77710490,77710490
11-01-0101-46,11-014,Retalhuleu,Retalhuleu,Instituto Nacional De Educacion Diversificada,Centro Urbano Parcelamiento Caballo Blanco,36241279.0,Julio César Herrera Roldán,Emerson Ivan Grijalva Coronado,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,36241279.0,362412790,36241279,36241279
11-01-0110-46,11-019,Retalhuleu,Retalhuleu,Instituto Tecnico De Capacitacion Y Productividad -Intecap-,Km. 192 Carretera A Champerico,76008600.0,Lisbeth Surama Lopez Calvillo,Ernesto Joaquín López Sarti,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,1,76008600.0,760086000,76008600,76008600
11-01-0120-46,11-017,Retalhuleu,Retalhuleu,Colegio Centro Educativo Retalteco De Formacion Integral,8A. Avenida. 8-01 Zona 1,59842385.0,Miguel Angel Armas Rocha,Jorge Luis Díaz De León,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,59842385.0,598423850,59842385,59842385
11-01-0126-46,11-004,Retalhuleu,Retalhuleu,Instituto Iberoamericano De Estudios Avanzados De Retalhuleu,5A. Avenida 6-49 Zona 1,,Miguel Angel Armas Rocha,Miguel Angel Pisquiy Quixtan,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,1,,,,
11-01-0127-46,11-004,Retalhuleu,Retalhuleu,Instituto Iberoamericano De Estudios Avanzados De Retalhuleu,5A. Avenida 6-49 Zona 1,,Miguel Angel Armas Rocha,Miguel Angel Pisquiy Quixtan,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,,,,
11-01-0133-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Ideas,"9A. Avenida A, 2-05 Residenciales Ana Lucia, Zona 4",77713771.0,Miguel Angel Armas Rocha,Abraham Isaías Velásquez López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,77713771.0,777137710,77713771,77713771
11-01-0137-46,11-017,Retalhuleu,Retalhuleu,Instituto Privado Mixto Poeta Eduardo Orellana Matta,"Lotificacion Peru, Zona 4",30931824.0,Miguel Angel Armas Rocha,Silvia Rodríguez Cayax,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,30931824.0,309318240,30931824,30931824
11-01-0140-46,11-017,Retalhuleu,Retalhuleu,Instituto Privado Basico Y Bachillerato Por Madurez Desarrollo Integrador,"3A. Calle 6-49, Zona 1",,Miguel Angel Armas Rocha,Luis Roberto Angel Aldana,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,,,,
11-01-0142-46,11-017,Retalhuleu,Retalhuleu,Instituto Iberoamericano De Estudios Avanzados De Retalhuleu,5A. Avenida 6-49 Zona 1,,Miguel Angel Armas Rocha,Miguel Angel Pisquiy Quixtán,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,,,,
11-01-0153-46,11-004,Retalhuleu,Retalhuleu,Colegio Evangelico Mixto Sinai,"5A. Calle, Ingreso A La Colonia El Pedregal I, Zona 6",77715189.0,Miguel Angel Armas Rocha,Lorena Amanda Pastor Barrios,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,77715189.0,777151890,77715189,77715189
11-01-0155-46,11-004,Retalhuleu,Retalhuleu,Colegio Evangelico Mixto Sinai,"5A. Calle, Ingreso A La Colonia El Pedregal I, Zona 6",77715189.0,Miguel Angel Armas Rocha,Lorena Amanda Pastor Barrios,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,1,77715189.0,777151890,77715189,77715189
11-01-0159-46,11-016,Retalhuleu,Retalhuleu,Instituto Iberoamericano De Estudios Avanzados De Retalhuleu,5A. Avenida 6-49 Zona 1,,Mario Rene Rivera Argueta,Miguel Angel Pisquy Quixtan,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,RETALHULEU,1,,,,
11-01-0164-46,11-004,Retalhuleu,Retalhuleu,Colegio Liceo Del Sur Bilingue Lisbi,11 Calle 5-01 Zona 2,77717134.0,Miguel Angel Armas Rocha,Erica Iliana Castillo Recinos,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,77717134.0,777171340,77717134,77717134
11-01-0167-46,11-017,Retalhuleu,Retalhuleu,Colegio Particular Mixto Paulo Coelho,"7A. Calle 4-84, Zona 1",77283648.0,Miguel Angel Armas Rocha,Evelyn Marivel Pérez Enríquez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,77283648.0,772836480,77283648,77283648
11-01-0168-46,11-004,Retalhuleu,Retalhuleu,Colegio Tecnologico Caballo Blanco,Aldea Caballo Blanco,55426137.0,Miguel Angel Armas Rocha,Edgar Stuardo Rivera Cano,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,55426137.0,554261370,55426137,55426137
11-01-0170-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Centroamericano,"5A. Calle 5-05, Zona 6",77713657.0,Miguel Angel Armas Rocha,Norma Karina Yeé Oliva,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,77713657.0,777136570,77713657,77713657
11-01-0171-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Centroamericano,"5A. Calle 5-05, Zona 6",77713657.0,Miguel Angel Armas Rocha,Norma Karina Yeé Oliva,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,77713657.0,777136570,77713657,77713657
11-01-0188-46,11-017,Retalhuleu,Retalhuleu,Colegio Cristiano Integral Israel,"1A. Calle 8-90, Canton Tableros, Zona 5",42265485.0,Miguel Angel Armas Rocha,Hiovany Alejandro Alvarez Herrera,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,42265485.0,422654850,42265485,42265485
11-01-0193-46,11-004,Retalhuleu,Retalhuleu,Colegio Particular Mixto Paulo Coelho,5A. Avenida 7-55 Zona 1,77283648.0,Miguel Angel Armas Rocha,Linda Jasmín López Aguilar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,77283648.0,772836480,77283648,77283648
11-01-0199-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Liceo Retalteco,3A. Avenida 6-49 Zona 1,77710580.0,Miguel Angel Armas Rocha,Jorge Felix Vásquez Ordoñez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,77710580.0,777105800,77710580,77710580
11-01-0201-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Retalhuleu,6A. Avenida 3-40 Zona 1,77710086.0,Miguel Angel Armas Rocha,Salvador Lima García,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,77710086.0,777100860,77710086,77710086
11-01-0206-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Luis Cardona Y Aragon,"4A. Avenida 8-03, Zona 1",42207257.0,Miguel Angel Armas Rocha,Angel Ignacio Vasquez Garcia,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,42207257.0,422072570,42207257,42207257
11-01-0212-46,11-004,Retalhuleu,Retalhuleu,Colegio Tecnologico Blaise Pascal,2A Calle 5-80 Zona 1,77714747.0,Miguel Angel Armas Rocha,Yéniffer Analy Makepeace Ruiz,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,77714747.0,777147470,77714747,77714747
11-01-0215-46,11-004,Retalhuleu,Retalhuleu,"Centro Educativo ""Nuestro Mundo""","7A. Calle 8-72, Zona 1",77710773.0,Miguel Angel Armas Rocha,Ligia María Concepción Alvarez Molina,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,77710773.0,777107730,77710773,77710773
11-01-0218-46,11-004,Retalhuleu,Retalhuleu,Centro Educativo Retalteco De Formación Integral,8Va. Avenida 8-01 Zona 1,59842385.0,Miguel Angel Armas Rocha,Jorge Luis Díaz De León,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,59842385.0,598423850,59842385,59842385
11-01-0223-46,11-004,Retalhuleu,Retalhuleu,Colegio Mixto Ideas,"9A. Avenida ""A"" Ana Lucia Zona 4, Retalhuleu",77713771.0,Miguel Angel Armas Rocha,Salvador Lima García,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,1,77713771.0,777137710,77713771,77713771
11-01-0225-46,11-004,Retalhuleu,Retalhuleu,Instituto Privado Mixto Eduardo Orellana Matta,Lotificacion Peru Zona 4,30931824.0,Miguel Angel Armas Rocha,Silvia Rodríguez Cayax,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,1,30931824.0,309318240,30931824,30931824
11-01-0226-46,11-004,Retalhuleu,Retalhuleu,Instituto Privado Mixto Eduardo Orellana Matta,Lotificacion Peru Zona 4,34791862.0,Miguel Angel Armas Rocha,Silvia Rodríguez Cayax,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,34791862.0,347918620,34791862,34791862
11-01-0230-46,11-004,Retalhuleu,Retalhuleu,Instituto Privado Mixto Eduardo Orellana Matta,15A. Calle Lotificacion Peru Zona 4,77716393.0,Miguel Angel Armas Rocha,Silvia Rodriguez Cayax,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU,1,77716393.0,777163930,77716393,77716393
11-01-0232-46,11-004,Retalhuleu,Retalhuleu,Colegio Mixto Liceo Retalteco,3A. Avenida 6-49 Zona 1,77710580.0,Miguel Angel Armas Rocha,Jorge Victorio Vásquez García,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,77710580.0,777105800,77710580,77710580
11-01-0237-46,11-017,Retalhuleu,Retalhuleu,Liceo Tecnológico Javier Martinez,"7A. Calle, 2-54, Zona 1 Retalhuleu",34077993.0,Miguel Angel Armas Rocha,Eber Neím Cifuentes Gramajo,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,34077993.0,340779930,34077993,34077993
11-01-0240-46,11-017,Retalhuleu,Retalhuleu,Colegio Tecnológico Caballo Blanco,"Area Urbana, Aldea Caballo Blanco Retalhuleu",41349740.0,Miguel Angel Armas Rocha,Lourdes Yanira Ramos Molina,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,41349740.0,413497400,41349740,41349740
11-01-0242-46,11-004,Retalhuleu,Retalhuleu,Instituto De Educación Artística Del Sur Ideas,"9A. Avenida A 2-05, Residenciales Ana Lucia, Zona 4 Retalhuleu",77713771.0,Miguel Angel Armas Rocha,Abraham Isaías Velásquez López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,1,77713771.0,777137710,77713771,77713771
11-01-0249-46,11-017,Retalhuleu,Retalhuleu,"Centro Educativo Retalteco De Formación Y Capacitación ""Don Bosco""",4A. Avenida 3-03 Zona 1,42712419.0,Miguel Angel Armas Rocha,Wagner Emilio López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,42712419.0,427124190,42712419,42712419
11-01-0250-46,11-017,Retalhuleu,Retalhuleu,"Centro Educativo De Formación Y Capacitación ""Don Bosco""",4A. Avenida 3-03 Zona 1,42172807.0,Miguel Angel Armas Rocha,Wagner Emilio López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,42172807.0,421728070,42172807,42172807
11-01-0253-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Tecnológico San Agustín,1A. Calle 4-05 Calzada Navidad Zona 4,77713125.0,Miguel Angel Armas Rocha,Sindy Lineth Yoc Gamboa,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,77713125.0,777131250,77713125,77713125
11-01-0255-46,11-017,Retalhuleu,Retalhuleu,Centro Educativo Nueva Candelaria,Aldea Nueva Candelaria,59265598.0,Miguel Angel Armas Rocha,Osvaldo Zacarías Ichel,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,59265598.0,592655980,59265598,59265598
11-01-0257-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Superación,3A. Avenida Del Rastro Y 4A. Calle Zona 4,30094458.0,Miguel Angel Armas Rocha,Pedro Manuel Lucas Chanté,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,30094458.0,300944580,30094458,30094458
11-01-0258-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Superación,7A. Avenida 4-68 Zona 1,30090452.0,Miguel Angel Armas Rocha,Enma Cristina Marroquín Reyes,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,30090452.0,300904520,30090452,30090452
11-01-0267-46,11-017,Retalhuleu,Retalhuleu,"Colegio Evangélico Mixto ""Sinai"" Ii",2A. Calle 5-16 Zona 4,77715340.0,Miguel Angel Armas Rocha,Evelyn Elizabeth Maldonado Pacheco,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,77715340.0,777153400,77715340,77715340
11-01-0271-46,11-017,Retalhuleu,Retalhuleu,"Colegio Tecnológico ""Blaise Pascal""",2A. Calle 5-82 Zona 1,41503836.0,Miguel Angel Armas Rocha,Yéniffer Analy Makepeace Ruiz,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,41503836.0,415038360,41503836,41503836
11-01-0272-46,11-017,Retalhuleu,Retalhuleu,"Colegio Tecnológico ""Blaise Pascal""",2A. Calle 5-82 Zona 1,41503836.0,Miguel Angel Armas Rocha,Yéniffer Analy Makepeace Ruiz,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,41503836.0,415038360,41503836,41503836
11-01-0276-46,11-017,Retalhuleu,Retalhuleu,"Colegio ""Santa Teresa""",Aldea Caballo Blanco,41498467.0,Miguel Angel Armas Rocha,Héctor Armando Toc,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,41498467.0,414984670,41498467,41498467
11-01-0293-46,11-017,Retalhuleu,Retalhuleu,"Colegio ""José Batres Montúfar""",3Ra. Avenida 6-92 Zona 2 Lotificacion El Rio,56220514.0,Miguel Angel Armas Rocha,Edelmira Santos Sánchez Morán,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,56220514.0,562205140,56220514,56220514
11-01-0294-46,11-004,Retalhuleu,Retalhuleu,"Colegio Privado Mixto ""Nueva Generación""",5-03 Zona 4 Calzada Navidad,77718842.0,Miguel Angel Armas Rocha,Sheily Paulina Guox López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,77718842.0,777188420,77718842,77718842
11-01-0296-46,11-017,Retalhuleu,Retalhuleu,"Colegio Privado Mixto ""Nueva Generación""",5-03 Zona 4 Calzada Navidad,77718842.0,Miguel Angel Armas Rocha,Sheily Paulina Guox López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,77718842.0,777188420,77718842,77718842
11-01-0300-46,11-017,Retalhuleu,Retalhuleu,"Colegio Evangélico Mixto ""Sinaí""","5A. Calle Ingreso Al Pedregal I, Zona6",77715189.0,Miguel Angel Armas Rocha,Olga Mavil Cayax Pérez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,77715189.0,777151890,77715189,77715189
11-01-0304-46,11-004,Retalhuleu,Retalhuleu,Colegio Mixto En Computación La Merced,4Ta. Ave. 4-58 Zona 1,77718857.0,Miguel Angel Armas Rocha,Marjory Vanessa Cabrera Elías,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,77718857.0,777188570,77718857,77718857
11-01-0306-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto En Computación La Merced,"3A. Avenida 5-36, Zona 1",55634460.0,Miguel Angel Armas Rocha,Marjory Vanessa Cabrera Elías,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,55634460.0,556344600,55634460,55634460
11-01-0308-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto En Computación La Merced,"3A. Avenida 5-36, Zona 1",55634460.0,Miguel Angel Armas Rocha,Marjory Vanessa Cabrera Elías,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,55634460.0,556344600,55634460,55634460
11-01-0316-46,11-004,Retalhuleu,Retalhuleu,"Colegio Educativo Privado Mixto De Formación Y Capacitación ""Miguel Ángel Asturias""","Sector El Infiernito, Parcelamiento Caballo Blanco, Retalhuleu",46162724.0,Miguel Angel Armas Rocha,Eduardo Gómez González,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,46162724.0,461627240,46162724,46162724
11-01-0320-46,11-017,Retalhuleu,Retalhuleu,"Colegio Educativo Privado Mixto De Formación Y Capacitación ""Miguel Ángel Asturias""","Sector El Infiernito, Parcelamiento Caballo Blanco, Retalhuleu",46162724.0,Miguel Angel Armas Rocha,Eduardo Gómez González,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,46162724.0,461627240,46162724,46162724
11-01-0321-46,11-017,Retalhuleu,Retalhuleu,"Colegio Evangélico Mixto "" Palabra Viva """,2Da. Av. 6-90 Zona 5 Avenida Fundabien,57101865.0,Miguel Angel Armas Rocha,Olimpia Del Pilar Cardoza Reyes,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,57101865.0,571018650,57101865,57101865
11-01-0327-46,11-017,Retalhuleu,Retalhuleu,"Colegio Evangélico Mixto "" Palabra Viva """,2Da. Av. 6-90 Zona 5 Avenida Fundabien,57101865.0,Miguel Angel Armas Rocha,Olimpia Del Pilar Cardoza Reyes,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,57101865.0,571018650,57101865,57101865
11-01-0338-46,11-004,Retalhuleu,Retalhuleu,"Colegio Evangélico Mixto "" Palabra Viva """,2Da. Av. 6-90 Zona 5 Avenida Fundabien,57101865.0,Miguel Angel Armas Rocha,Olimpia Del Pilar Cardoza Reyes,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,57101865.0,571018650,57101865,57101865
11-01-0340-46,11-004,Retalhuleu,Retalhuleu,"Colegio Evangélico Mixto "" Palabra Viva """,2Da. Av. 6-90 Zona 5 Avenida Fundabien,57101865.0,Miguel Angel Armas Rocha,Olimpia Del Pilar Cardoza Reyes,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,1,57101865.0,571018650,57101865,57101865
11-01-0357-46,11-017,Retalhuleu,Retalhuleu,"Colegio Privado Mixto ""Luis Cardoza Y Aragón""","1A. Calle 8-71, Zona 1",42227251.0,Miguel Angel Armas Rocha,Angel Ignacio Vasquez Garcia,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,42227251.0,422272510,42227251,42227251
11-01-0365-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Ideas,"9A. Avenida ""A"", 2-05, Residenciales ""Ana Lucia"", Zona 4",77385209.0,Miguel Angel Armas Rocha,Abraham Isaías Velásquez López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,1,77385209.0,773852090,77385209,77385209
11-01-0366-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Ideas,"9A. Avenida ""A"", 2-05, Residenciales ""Ana Lucia"", Zona 4",79385209.0,Miguel Angel Armas Rocha,Abraham Isaías Velásquez López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,79385209.0,793852090,79385209,79385209
11-01-0372-46,11-004,Retalhuleu,Retalhuleu,Colegio Privado Mixto Nueva Generación,5-03 Zona 4 Calzada Navidad,77718842.0,Miguel Angel Armas Rocha,Angel Oswaldo Ramirez Cabrera,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,1,77718842.0,777188420,77718842,77718842
11-01-0376-46,11-017,Retalhuleu,Retalhuleu,Colegio Tecnológico Jan Komensky,5Ta Calle 6-80 Zona 1,32159539.0,Miguel Angel Armas Rocha,Axel Otoniel Xicará Contreras,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,32159539.0,321595390,32159539,32159539
11-01-0383-46,11-017,Retalhuleu,Retalhuleu,"Colegio Mixto ""Luis Fernando Esquivel Sanchez""",4A. Avenida 3-03 Zona 1,42172532.0,Miguel Angel Armas Rocha,Patricia Elizabeth De León Samayoa,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,42172532.0,421725320,42172532,42172532
11-01-0384-46,11-017,Retalhuleu,Retalhuleu,"Colegio Mixto ""Luis Fernando Esquivel Sanchez""",4A. Avenida 3-03 Zona 1,42172532.0,Miguel Angel Armas Rocha,Patricia Elizabeth De León Samayoa,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,42172532.0,421725320,42172532,42172532
11-01-0387-46,11-017,Retalhuleu,Retalhuleu,"Colegio Privado Mixto ""Caballo Blanco""",Centro Urbano Parcelamiento Caballo Blanco,41333379.0,Miguel Angel Armas Rocha,Héctor Julián Rodas Mazariegos,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,41333379.0,413333790,41333379,41333379
11-01-0388-46,11-017,Retalhuleu,Retalhuleu,"Colegio Privado Mixto ""Caballo Blanco""",Centro Urbano Parcelamiento Caballo Blanco,41333379.0,Miguel Angel Armas Rocha,Héctor Julián Rodas Mazariegos,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,41333379.0,413333790,41333379,41333379
11-01-0389-46,11-004,Retalhuleu,Retalhuleu,"Colegio Mixto ""La Paz""",1A. Avenida 2-17 Zona 1,53137309.0,Miguel Angel Armas Rocha,Emily Karina Paz Interiano,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,1,53137309.0,531373090,53137309,53137309
11-01-0393-46,11-004,Retalhuleu,Retalhuleu,Colegio Particular Mixto Paulo Coelho,5A. Avenida 7-55 Zona 1,77283648.0,Miguel Angel Armas Rocha,Werner Misael Tipaz Flores,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,1,77283648.0,772836480,77283648,77283648
11-01-0397-46,11-017,Retalhuleu,Retalhuleu,Centro Educativo Nueva Candelaria,Aldea Nueva Candelaria,58073087.0,Miguel Angel Armas Rocha,Osvaldo Zacarías Ichel,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,1,58073087.0,580730870,58073087,58073087
11-01-0400-46,11-017,Retalhuleu,Retalhuleu,Colegio Mixto Tecnológico San Agustín,"1A. Calle 4-05 Zona 4, Calzada Navidad",77713125.0,Miguel Angel Armas Rocha,Glendy Sorayda Moreno Pop,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,1,77713125.0,777131250,77713125,77713125
