CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
06-02-1998-46,06-027,Santa Rosa,Barberena,"INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""",4A. AVENIDA 1-074 ZONA 1,782278010,YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL,JOSÉ ANTONIO CORTÉZ RAMÍREZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-03-0021-46,06-005,Santa Rosa,Santa Rosa De Lima,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"AVENIDA PROF. ÁNGEL GABRIEL ERICASTILLA, BARRIO EL CALVARIO, ZONA 1",407388110,DELIA JUDITH HERNANDEZ CARIAS,LIDIA ESTELA SALAZAR ARREDONDO,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-03-1829-46,06-005,Santa Rosa,Santa Rosa De Lima,"LICEO MIXTO DE EDUCACION ""PRESBITERO GUILLERMO JAGENEAU""",ALDEA LAGUNA PEREIRA,557892120,DELIA JUDITH HERNANDEZ CARIAS,ROSAURA BARRIENTOS CALDERÓN,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-04-0028-46,06-040,Santa Rosa,Casillas,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CALLE PRINCIPAL,412806960,BRENDA GRISEL GARCIA BATRES DE DONIS,NADIA FERNANDA DAVILA MAYÉN,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-04-0045-46,06-024,Santa Rosa,Casillas,"CENTRO EDUCATIVO AYARZA ""CEA""",ALDEA AYARZA,532252270,BAIRON ROMIL FIGUEROA DÍAZ,GLENDA AMARILIS ARRIAGA MEDRANO,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-04-0046-46,06-040,Santa Rosa,Casillas,INSTITUTO POR COOPERATIVA DE DIVERSIFICADO,CABECERA MUNICIPAL,311083290,BRENDA GRISEL GARCIA BATRES DE DONIS,AURA ENCARNACIÓN CORTÉZ GARCÍA,DIVERSIFICADO,Cooperativa,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-04-0057-46,06-024,Santa Rosa,Casillas,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA AYARZA,557370740,BAIRON ROMIL FIGUEROA DÍAZ,JOSÉ MISRRAIN SANTOS BARRERA,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-04-2039-46,06-024,Santa Rosa,Casillas,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,ALDEA AYARZA,599366320,BAIRON ROMIL FIGUEROA DÍAZ,LUIS FERNANDO RIVAS CEBALLOS,DIVERSIFICADO,Cooperativa,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-05-0009-46,06-007,Santa Rosa,San Rafael Las Flores,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,779308670,MIRNA ARACELY MORALES ALVAREZ DE CAMEY,JÚNIOR YESMÍN MORALES ESTRADA,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-05-0018-46,06-007,Santa Rosa,San Rafael Las Flores,"LICEO ""SAN RAFAEL""",ZONA 0 BARRIO EL BORBOLLÓN,473292340,MIRNA ARACELY MORALES ALVAREZ DE CAMEY,DARLIN MABEL MIJANGOS ALVARADO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-05-0021-46,06-007,Santa Rosa,San Rafael Las Flores,"LICEO ""SAN RAFAEL""",ZONA 0 BARRIO EL BORBOLLÓN,473292340,MIRNA ARACELY MORALES ALVAREZ DE CAMEY,DARLIN MABEL MIJANGOS ALVARADO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-05-0028-46,06-007,Santa Rosa,San Rafael Las Flores,"LICEO ""SAN RAFAEL""",ZONA 0 BARRIO EL BORBOLLÓN,473292340,MIRNA ARACELY MORALES ALVAREZ DE CAMEY,DARLIN MABEL MIJANGOS ALVARADO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-05-0030-46,06-007,Santa Rosa,San Rafael Las Flores,"LICEO ""SAN RAFAEL""",ZONA 0 BARRIO EL BORBOLLON,473292340,MIRNA ARACELY MORALES ALVAREZ DE CAMEY,DARLIN MABEL MIJANGOS ALVARADO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
06-06-0016-46,06-008,Santa Rosa,Oratorio,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA EL MANGÓN,363000960,ADELSO FRANCO FLORES,GUSTAVO ADOLFO SILVA HERNANDEZ,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-06-0023-46,06-009,Santa Rosa,Oratorio,"COLEGIO PARTICULAR MIXTO BILINGÜE ""VILLA REAL""",CABECERA MUNICIPAL,788047420,ADELSO FRANCO FLORES,HECTOR MANUEL MORAN DIVAS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-06-0024-46,06-008,Santa Rosa,Oratorio,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,CABECERA MUNICIPAL,422310040,ADELSO FRANCO FLORES,FERNANDO ARREDONDO SALAZAR,DIVERSIFICADO,Cooperativa,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-06-0025-46,06-009,Santa Rosa,Oratorio,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,"ALDEA LA PROVIDENCIA ORATORIO, SANTA ROSA",428300850,ADELSO FRANCO FLORES,ALVIN ALEXANDER ROCA LIMA,DIVERSIFICADO,Cooperativa,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-06-0026-46,06-009,Santa Rosa,Oratorio,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,"ALDEA LAS CABEZAS ORATORIO, SANTA ROSA",321867220,ADELSO FRANCO FLORES,FLOR DE MARIA GARCIA BARCO,DIVERSIFICADO,Cooperativa,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-06-0028-46,06-008,Santa Rosa,Oratorio,"COLEGIO PARTICULAR MIXTO BILINGÜE ""VILLA REAL""",5TA. AVENIDA Y 1RA. CALLE,788047420,ADELSO FRANCO FLORES,BRENDA YADIRA MARROQUÍN MONTENEGRO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
06-06-1797-46,06-008,Santa Rosa,Oratorio,COLEGIO PARTICULAR MIXTO BILINGUE 'VILLA REAL',01 CALLE 05-005 ZONA 0 ORATORIO,788047420,ADELSO FRANCO FLORES,HECTOR MANUEL MORAN DIVAS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-06-1841-46,06-008,Santa Rosa,Oratorio,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,CALLE DEL INSTITUTO,418981870,ADELSO FRANCO FLORES,FERNANDO ARREDONDO SALAZAR,DIVERSIFICADO,Cooperativa,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-06-1928-46,06-008,Santa Rosa,Oratorio,COLEGIO PARTICULAR MIXTO BILINGUE VILLA REAL,ORATORIO,788047420,ADELSO FRANCO FLORES,BRENDA YADIRA MARROQUÍN MONTENEGRO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-07-0010-46,06-035,Santa Rosa,San Juan Tecuaco,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,501346820,JESLIAS ABELINO FELIPE VASQUEZ,NELVIN OMÁR MIJANGOS ESTEBAN,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-07-0022-46,06-035,Santa Rosa,San Juan Tecuaco,INSTITUTO DE DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,ALDEA SAN LUIS,501346820,JESLIAS ABELINO FELIPE VASQUEZ,NELVIN OMÁR MIJANGOS ESTEBAN,DIVERSIFICADO,Cooperativa,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-07-0023-46,06-035,Santa Rosa,San Juan Tecuaco,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,CABECERA MUNICIPAL,477667190,JESLIAS ABELINO FELIPE VASQUEZ,MELVIN MORALES GARCÍA,DIVERSIFICADO,Cooperativa,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0043-46,06-036,Santa Rosa,Chiquimulilla,INSTITUTO MIXTO DE DIVERSIFICADO POR COOPERATIVA,ALDEA CASAS VIEJAS,582498520,JOSE DOMINGO SALAZAR CARIAS,RUBELIA LIBY LÓPEZ FLORES,DIVERSIFICADO,Cooperativa,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0052-46,06-036,Santa Rosa,Chiquimulilla,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"CABECERA MUNICIPAL INSTALACIONES DE LA EOUM ""EDUARDO PINEDA PIVARAL""",376551650,JOSE DOMINGO SALAZAR CARIAS,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0056-46,06-036,Santa Rosa,Chiquimulilla,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA OJO DE AGUA,413067070,JOSE DOMINGO SALAZAR CARIAS,CESAR ARMANDO MARTINEZ ALVAREZ,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0061-46,06-036,Santa Rosa,Chiquimulilla,INSTITUTO POR COOPERATIVA DE DIVERSIFICADO,ALDEA LOS CERRITOS,367590540,JOSE DOMINGO SALAZAR CARIAS,GEIDY MARISELA SALAZAR CORTEZ,DIVERSIFICADO,Cooperativa,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0066-46,06-012,Santa Rosa,Chiquimulilla,"COLEGIO MIXTO BILINGÜE ""LICENCIADO OSMIN PINEDA MELGAR""",COLONIA VISTA HERMOSA,788517740,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARÍA DEL ROSARIO GUERRERO MARTÍNEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0068-46,06-036,Santa Rosa,Chiquimulilla,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,PARCELAMIENTO EL ASTILLERO,593088010,JOSE DOMINGO SALAZAR CARIAS,ADONAI PINEDA DE PAZ,DIVERSIFICADO,Cooperativa,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0075-46,06-012,Santa Rosa,Chiquimulilla,"INSTITUTO TECNICO VOCACIONAL MIXTO ""THEODORE SCHULTZ""",BARRIO SAN SEBASTIÁN,788496340,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARIA DEL CARMEN SALAZAR RIVAS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0076-46,06-012,Santa Rosa,Chiquimulilla,INSTITUTO TECNICO INDUSTRIAL DE CHIQUIMULILLA,RESIDENCIALES SAN ÁNGEL,788500330,SIRIA ILEANA GONZALEZ REYES DE SIERRA,ARGELIA EDITH MARROQUÍN LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0077-46,06-012,Santa Rosa,Chiquimulilla,COLEGIO TECNICO DE COMPUTACION C.T.S.,COLONIA VISTA HERMOSA,788515220,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LUIS ESTUARDO GUDIEL ROBLEDO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0078-46,06-012,Santa Rosa,Chiquimulilla,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,BARRIO SANTIAGO,788515850,SIRIA ILEANA GONZALEZ REYES DE SIERRA,BLANCA MAGNOLIA ALVIZURES GRAJEDA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-08-0083-46,06-036,Santa Rosa,Chiquimulilla,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA CASAS VIEJAS,582498520,JOSE DOMINGO SALAZAR CARIAS,RUBELIA LIBY LÓPEZ FLORES,DIVERSIFICADO,Cooperativa,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-08-0084-46,06-036,Santa Rosa,Chiquimulilla,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LA CURVINA,541766400,JOSE DOMINGO SALAZAR CARIAS,NELSY ADRIANA CHÁVEZ MARTÍNEZ,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0088-46,06-012,Santa Rosa,Chiquimulilla,INSITUTO TÉCNICO INDUSTRIAL DE CHIQUIMULILLA,RESIDENCIALES SAN ANGEL,411565750,SIRIA ILEANA GONZALEZ REYES DE SIERRA,ARGELIA EDTIH MARROQUÍN LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-08-0089-46,06-012,Santa Rosa,Chiquimulilla,COLEGIO TÉCNICO DE COMPUTACIÓN C.T.S.,COLONIA VISTA HERMOSA,788515220,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LUIS ESTUARDO GUDIEL ROBLEDO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SANTA ROSA
06-08-0090-46,06-012,Santa Rosa,Chiquimulilla,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,BARRIO SANTIAGO,788515850,SIRIA ILEANA GONZALEZ REYES DE SIERRA,BLANCA MAGNOLIA ALVIZURES GRAJEDA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
06-08-0093-46,06-012,Santa Rosa,Chiquimulilla,"COLEGIO PARTICULAR MIXTO ""CENTRO INTEGRAL SISTEMATICO CIS""",BARRIO SANTIAGO,788510000,SIRIA ILEANA GONZALEZ REYES DE SIERRA,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SANTA ROSA
06-08-0094-46,06-012,Santa Rosa,Chiquimulilla,"COLEGIO MIXTO BILINGÜE ""LICENCIADO OSMIN PINEDA MELGAR""",COLONIA VISTA HERMOSA,788517740,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARÍA DEL ROSARIO GUERRERO MARTÍNEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0095-46,06-012,Santa Rosa,Chiquimulilla,"COLEGIO MIXTO BILINGÜE ""LICENCIADO OSMIN PINEDA MELGAR""",COLONIA VISTA HERMOSA,788517740,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARÍA DEL ROSARIO GUERRERO MARTÍNEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SANTA ROSA
06-08-0096-46,06-012,Santa Rosa,Chiquimulilla,COLEGIO PARTICULAR MIXTO CENTRO INTREGRAL SISTEMÁTICO CIS,"3RA. AVENIDA 4-65 ZONA 2, BARRIO SANTIAGO",788510000,SIRIA ILEANA GONZALEZ REYES DE SIERRA,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,SANTA ROSA
06-08-0257-46,06-012,Santa Rosa,Chiquimulilla,'ESCUELA NORMAL PARTICULAR DEL SUR',BARRIO SAN SEBASTIAN,788497060,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LISANDRO ABENAMAR FLORES CARBAJAL,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0449-46,06-012,Santa Rosa,Chiquimulilla,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,BARRIO SANTIAGO,788515850,SIRIA ILEANA GONZALEZ REYES DE SIERRA,BLANCA MAGNOLIA ALVIZURES GRAJEDA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0471-46,06-012,Santa Rosa,Chiquimulilla,COLEGIO TECNICO DE COMPUTACION C.T.S.,COLONIA VISTA HERMOSA,788515220,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LUIS ESTUARDO GUDIEL ROBLEDO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-1156-46,06-012,Santa Rosa,Chiquimulilla,"COLEGIO PARTICULAR MIXTO ""CENTRO INTEGRAL SISTEMÁTICO CIS""",BARRIO SANTIAGO,788491740,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MIRYAM LISBETH HERNÁNDEZ MARTÍNEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-1683-46,06-012,Santa Rosa,Chiquimulilla,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,"AVENIDA DE INGRESO, BARRIO SANTIAGO",788497760,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MIGUEL ANGEL RODRIGUEZ CRISTALES,DIVERSIFICADO,Cooperativa,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-1800-46,06-012,Santa Rosa,Chiquimulilla,COLEGIO PARTICULAR MIXTO 'CENTRO INTEGRAL SISTEMATICO -CIS-',3RA. AVENIDA 4-65 ZONA 2 CHIQUIMULILLA,788491740,SIRIA ILEANA GONZALEZ REYES DE SIERRA,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-09-0027-46,06-032,Santa Rosa,Taxisco,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LA CANDELARIA,481651930,MARCO ANTONIO CARBAJAL FALLAS,CLAUDIA MARINA GOMEZ MORALES,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-09-0028-46,06-019,Santa Rosa,Taxisco,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,429688930,JOSE ALBERTO LOPEZ PEREZ,CARLOS RAFAEL BARRIENTOS ROLDAN,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-09-0032-46,06-032,Santa Rosa,Taxisco,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA LA CANDELARIA,306171070,MARCO ANTONIO CARBAJAL FALLAS,WALFRED ALEXI ESCOBAR ALVARADO,DIVERSIFICADO,Cooperativa,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-09-0036-46,06-019,Santa Rosa,Taxisco,CENTRO TECNOLOGICO INDUSTRIAL CETI,CABECERA MUNICIPAL,547703870,JOSE ALBERTO LOPEZ PEREZ,OSCAR ERNESTO MARTÍNEZ OLIVARES,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-09-0037-46,06-019,Santa Rosa,Taxisco,"CENTRO TECNOLOGICO INDUSTRIAL ""CETI""",CABECERA MUNICIPAL,547703870,JOSE ALBERTO LOPEZ PEREZ,OSCAR ERNESTO MARTÍNEZ OLIVARES,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-09-0046-46,06-019,Santa Rosa,Taxisco,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,CABECERA MUNICIPAL,787498330,JOSE ALBERTO LOPEZ PEREZ,SELVIN MINRAY GUEVARA RIVERA,DIVERSIFICADO,Cooperativa,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-09-0050-46,06-019,Santa Rosa,Taxisco,"CENTRO TECNOLÓGICO INDUSTRIAL ""CETI""",CALLE PRINCIPAL COLONIA BRISAS DEL MAR,547703870,JOSE ALBERTO LOPEZ PEREZ,OSCAR ERNESTO MARTÍNEZ OLIVARES,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SANTA ROSA
06-09-1389-46,06-019,Santa Rosa,Taxisco,INSTITUTO DE DIVERSIFICADO POR COOPERATIVA,CABECERA MUNICIPAL,787498330,JOSE ALBERTO LOPEZ PEREZ,SELVIN MINRAY GUEVARA RIVERA,DIVERSIFICADO,Cooperativa,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-09-1997-46,06-019,Santa Rosa,Taxisco,COLEGIO PARTICULAR MIXTO SAN JOSE,CABECERA MUNICIPAL,772706020,JOSE ALBERTO LOPEZ PEREZ,GLADYS JANETTE MORALES SANTOS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-10-0022-46,06-017,Santa Rosa,Santa Maria Ixhuatan,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTÓN BUENA VISTA,599101090,JOSE OBDULIO BLANCO MEJIA,ROSBY ETELVIA DÁVILA MOLINA,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-10-0030-46,06-017,Santa Rosa,Santa Maria Ixhuatan,"LICEO MIXTO BILINGUE ""PEDAGOGICO MODERNO""",ALDEA ESTANZUELAS,421241430,JOSE OBDULIO BLANCO MEJIA,HILMA GONZÁLEZ RUANO,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-10-0040-46,06-017,Santa Rosa,Santa Maria Ixhuatan,"COLEGIO ""NUESTRA SEÑORA DEL CARMEN""",CANTÓN EL CENTRO,788464790,JOSE OBDULIO BLANCO MEJIA,LUIS ENRIQUE LEMUS SANTOS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-10-0041-46,06-017,Santa Rosa,Santa Maria Ixhuatan,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA EL CUJE,501064380,JOSE OBDULIO BLANCO MEJIA,ALMA ELIZABETH CORADO CASTELLANOS,DIVERSIFICADO,Cooperativa,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-10-1256-46,06-017,Santa Rosa,Santa Maria Ixhuatan,"COLEGIO PARTICULAR MIXTO ""SANTA MARIA""",CANTÓN BARRIOS,570915980,JOSE OBDULIO BLANCO MEJIA,ZULEMA CRISTABEL AGUILAR FRANCO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-10-1932-46,06-017,Santa Rosa,Santa Maria Ixhuatan,LICEO MIXTO BILINGUE PEDAGOGICO MODERNO,ALDEA ESTANZUELAS,421241430,JOSE OBDULIO BLANCO MEJIA,HILMA GONZÁLEZ RUANO,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-11-0022-46,06-037,Santa Rosa,Guazacapan,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN MIGUEL ORIENTE (ENTRADA A LA COLONIA LOS ALMENDROS),558206590,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,SULYVAN CAROLO GODOY ESTRADA,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-11-0043-46,06-037,Santa Rosa,Guazacapan,"COLEGIO PARTICULAR MIXTO CRISTIANO ""FE VIVA""","CALLE EL COCALITO, ALDEA POZA DE AGUA",428999950,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,CESIA BETZABÉ HERNÁNDEZ GÓMEZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-11-0048-46,06-037,Santa Rosa,Guazacapan,COLEGIO TECNOLÓGICO DE INFORMÁTICA,BARRIO SAN MIGUEL ORIENTE,788463290,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,VICTOR MANUEL PÉREZ LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
