CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_ORIG,TELEFONO_8DIG,TELEFONO_NORMALIZADO,CLAVE_NORMALIZADA
14-19-0099-46,14-030,QUICHE,CHICAMAN,COLEGIO MIXTO CIENCIA Y DESARROLLO CHICAMÁN,3A.CALLE 3-30 ZONA 2,58878991,JOSE ALBERTO HERNANDEZ GAMARRO,WILSON SOBERANIZ SOTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),QUICHÉ,58878991,58878991,58878991,CHICAMAN | COLEGIO MIXTO CIENCIA Y DESARROLLO CHICAMÁN | 3A.CALLE 3-30 ZONA 2
14-19-0101-46,14-042,QUICHE,CHICAMAN,INSTITUTO DIVERSIFICADO DE ESTUDIOS AVANZADOS POR COOPERATIVA IDEACOP-PAJUIL,ALDEA PAJUIL,30636051,OSBERTO FILADELFO RUIZ URÍZAR,MARCO TULIO ICAL JÓM,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,30636051,30636051,30636051,CHICAMAN | INSTITUTO DIVERSIFICADO DE ESTUDIOS AVANZADOS POR COOPERATIVA IDEACOP-PAJUIL | ALDEA PAJUIL
14-19-0108-46,14-042,QUICHE,CHICAMAN,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,"BARRIO SAN SEBASTIÁN, ALDEA BELEJÚ",49170706,OSBERTO FILADELFO RUIZ URÍZAR,EDVIN AROLDO MORÁN COLORADO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,49170706,49170706,49170706,"CHICAMAN | INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA | BARRIO SAN SEBASTIÁN, ALDEA BELEJÚ"
14-19-0112-46,14-030,QUICHE,CHICAMAN,COLEGIO MIXTO CIENCIA Y DESARROLLO CHICAMÁN,3RA. CALLE 3-30 ZONA 2,57371407,JOSE ALBERTO HERNANDEZ GAMARRO,ALEXANDER SOBERÁNIZ SOTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ,57371407,57371407,57371407,CHICAMAN | COLEGIO MIXTO CIENCIA Y DESARROLLO CHICAMÁN | 3RA. CALLE 3-30 ZONA 2
14-19-0113-46,14-030,QUICHE,CHICAMAN,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,5A. CALLE (SALIDA A OJO DE AGUA CARRIZAL),48805993,JOSE ALBERTO HERNANDEZ GAMARRO,VICTORIA MÉNDEZ ALVAREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ,48805993,48805993,48805993,CHICAMAN | INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA | 5A. CALLE (SALIDA A OJO DE AGUA CARRIZAL)
14-19-5511-46,14-042,QUICHE,CHICAMAN,INSTITUTO NORMAL MIXTO DIVERSIFICADO POR COOPERATIVA,"3A. CALLE 3-30, ZONA 2",77633770,OSBERTO FILADELFO RUIZ URÍZAR,YACLEN SEIRIN JUÁREZ GAMARRO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,77633770,77633770,77633770,"CHICAMAN | INSTITUTO NORMAL MIXTO DIVERSIFICADO POR COOPERATIVA | 3A. CALLE 3-30, ZONA 2"
14-20-0124-46,14-054,QUICHE,IXCAN,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,ZONA 1 PLAYA GRANDE,58908465,JERONIMO COC JUAREZ,TEODORO RAMÍREZ VELÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,58908465,58908465,58908465,IXCAN | INSTITUTO NORMAL MIXTO CIENCIA Y ARTE | ZONA 1 PLAYA GRANDE
14-20-0130-46,14-033,QUICHE,IXCAN,CENTRO EDUCATIVO ASOCIACION DE MAESTRO DE EDUCACION RURAL DE GUATEMALA AMERG-IXCAN,"ZONA 1, PLAYA GRANDE",58747049,NAPOLEON FERNANDO XUC COC,MAURICIO YAT LUC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,DOBLE,FIN DE SEMANA,QUICHÉ NORTE,58747049,58747049,58747049,"IXCAN | CENTRO EDUCATIVO ASOCIACION DE MAESTRO DE EDUCACION RURAL DE GUATEMALA AMERG-IXCAN | ZONA 1, PLAYA GRANDE"
14-20-0134-46,14-054,QUICHE,IXCAN,INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA WATAN,ALDEA ANGENIEROS,30701241,JERONIMO COC JUAREZ,JUAN GABRIEL JUAN SILVESTRE,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,30701241,30701241,30701241,IXCAN | INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA WATAN | ALDEA ANGENIEROS
14-20-0135-46,14-054,QUICHE,IXCAN,COLEGIO PRE UNIVERSITARIO INTERCULTURAL -COTPI-,ALDEA LOS ÁNGELES,48463453,JERONIMO COC JUAREZ,MAUDILIO HIGINIO PASCUAL FRANCISCO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ NORTE,48463453,48463453,48463453,IXCAN | COLEGIO PRE UNIVERSITARIO INTERCULTURAL -COTPI- | ALDEA LOS ÁNGELES
14-20-0140-46,14-054,QUICHE,IXCAN,INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,COMUNIDAD PRIMAVERA DEL IXCÁN,45660972,JERONIMO COC JUAREZ,BENITO DIEGO MATEO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,45660972,45660972,45660972,IXCAN | INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA | COMUNIDAD PRIMAVERA DEL IXCÁN
14-20-0141-46,14-054,QUICHE,IXCAN,COLEGIO MIXTO OXLAJU B AQTUN,ALDEA SAN JUAN CHACTELA,57891607,JERONIMO COC JUAREZ,ANDRES QUIP CHAMÁN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,57891607,57891607,57891607,IXCAN | COLEGIO MIXTO OXLAJU B AQTUN | ALDEA SAN JUAN CHACTELA
14-20-0142-46,14-033,QUICHE,IXCAN,INSTITUTO TÉCNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN,"ZONA 1, PLAYA GRANDE",30340666,NAPOLEON FERNANDO XUC COC,JORGE CHITAY MAQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUICHÉ NORTE,30340666,30340666,30340666,"IXCAN | INSTITUTO TÉCNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN | ZONA 1, PLAYA GRANDE"
14-20-0143-46,14-054,QUICHE,IXCAN,LICEO TECNOLÓGICO DOCTOR JUAN JOSÉ ARÉVALO BERMEJO,2A. AV. Y 3A. CALLE ZONA 1,45638550,JERONIMO COC JUAREZ,NELSON ALFONSO CHOC SAM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ NORTE,45638550,45638550,45638550,IXCAN | LICEO TECNOLÓGICO DOCTOR JUAN JOSÉ ARÉVALO BERMEJO | 2A. AV. Y 3A. CALLE ZONA 1
14-20-0145-46,14-034,QUICHE,IXCAN,COLEGIO DIVERSIFICADO MAYALAND,ALDEA MAYALÁN,40909816,ANTONIO CALIXTO IXCOTAYAC LUX,CAMILO RAMIREZ MATIAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,40909816,40909816,40909816,IXCAN | COLEGIO DIVERSIFICADO MAYALAND | ALDEA MAYALÁN
14-20-0147-46,14-054,QUICHE,IXCAN,ESCUELA NORMAL BILINGÜE INTERCULTURAL MAYAB TIJOBAL OXLAJUJ TZÍ,PARCELAMIENTO XALBAL,48617091,JERONIMO COC JUAREZ,JOSÉ ANDRADE GABRIEL AGUILAR,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ NORTE,48617091,48617091,48617091,IXCAN | ESCUELA NORMAL BILINGÜE INTERCULTURAL MAYAB TIJOBAL OXLAJUJ TZÍ | PARCELAMIENTO XALBAL
14-20-0148-46,14-032,QUICHE,IXCAN,COLEGIO MIXTO OXLAJUJ BAQTUN,ALDEA EL PRADO,57891607,LUCAS IQUI CAHUEC,ELSA HERLINDA ESQUIVEL VÁSQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,57891607,57891607,57891607,IXCAN | COLEGIO MIXTO OXLAJUJ BAQTUN | ALDEA EL PRADO
14-20-0150-46,14-051,QUICHE,IXCAN,COLEGIO AMERICANO MAYA QUICHE,LOTE 08 COLONIA BUENA VISTA ENTRADA A SAN FRANCISCO,77557616,TOMÁS SÁNCHEZ GÓMEZ,MAYLING PATRICIA PINEDA URIZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUICHÉ NORTE,77557616,77557616,77557616,IXCAN | COLEGIO AMERICANO MAYA QUICHE | LOTE 08 COLONIA BUENA VISTA ENTRADA A SAN FRANCISCO
14-20-0153-46,14-034,QUICHE,IXCAN,COLEGIO EVANGÉLICO MIXTO EL EDÉN,ALDEA VALLE DE CANDELARIA NO. 1,59078151,ANTONIO CALIXTO IXCOTAYAC LUX,GUSTAVO ADOLFO GÓMEZ TORRES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,59078151,59078151,59078151,IXCAN | COLEGIO EVANGÉLICO MIXTO EL EDÉN | ALDEA VALLE DE CANDELARIA NO. 1
14-20-0156-46,14-054,QUICHE,IXCAN,INSTITUTO TÉCNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN,ZONA 1 PLAYA GRANDE,30340666,JERONIMO COC JUAREZ,MARCOS GÓMEZ PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,30340666,30340666,30340666,IXCAN | INSTITUTO TÉCNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN | ZONA 1 PLAYA GRANDE
14-20-0158-46,14-034,QUICHE,IXCAN,COLEGIO MIXTO OXLAJU BAQTUN,ALDEA CUARTO PUEBLO,57891607,ANTONIO CALIXTO IXCOTAYAC LUX,HERMEGILDO MATÍAS BAUTISTA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,57891607,57891607,57891607,IXCAN | COLEGIO MIXTO OXLAJU BAQTUN | ALDEA CUARTO PUEBLO
14-20-0161-46,14-054,QUICHE,IXCAN,LICEO MIXTO DEL NORTE,ALDEA LAS ROSAS,30938392,JERONIMO COC JUAREZ,CARLOS GILBERTO DIEGO MALDONADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,30938392,30938392,30938392,IXCAN | LICEO MIXTO DEL NORTE | ALDEA LAS ROSAS
14-20-0162-46,14-054,QUICHE,IXCAN,INSTITUTO DIVERSIFICADO MAYA PADRE GUILLERMO WOODS,PARCELAMIENTO PUEBLO NUEVO,30007257,JERONIMO COC JUAREZ,JOSÉ LUIS GARCÍA FRANCISCO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ NORTE,30007257,30007257,30007257,IXCAN | INSTITUTO DIVERSIFICADO MAYA PADRE GUILLERMO WOODS | PARCELAMIENTO PUEBLO NUEVO
14-20-0165-46,14-054,QUICHE,IXCAN,LICEO MIXTO DEL NORTE,"ZONA 1, PLAYA GRANDE IXCÁN",30938392,JERONIMO COC JUAREZ,JORGE ALBERTO QUIÑONEZ SANTIZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,30938392,30938392,30938392,"IXCAN | LICEO MIXTO DEL NORTE | ZONA 1, PLAYA GRANDE IXCÁN"
14-20-0167-46,14-054,QUICHE,IXCAN,COLEGIO MIXTO DIVERSIFICADO EL AFÁN,"ALDEA EL AFÁN, IXCÁN, QUICHÉ",57287433,JERONIMO COC JUAREZ,BERTA LUCRECIA TZUY IBARRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,57287433,57287433,57287433,"IXCAN | COLEGIO MIXTO DIVERSIFICADO EL AFÁN | ALDEA EL AFÁN, IXCÁN, QUICHÉ"
14-20-0172-46,14-054,QUICHE,IXCAN,COLEGIO MIXTO MESOAMERICANO SANTIAGUENSE,ALDEA SANTIAGO IXCAN,49917240,JERONIMO COC JUAREZ,SANTOS ELÍAS CHALÍ SUBUYUC,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,FIN DE SEMANA,QUICHÉ NORTE,49917240,49917240,49917240,IXCAN | COLEGIO MIXTO MESOAMERICANO SANTIAGUENSE | ALDEA SANTIAGO IXCAN
14-20-0174-46,14-054,QUICHE,IXCAN,LICEO MIXTO DEL NORTE FIN DE SEMANA,"5TA. CALLE, ZONA 1, PLAYA GRANDE",30938392,JERONIMO COC JUAREZ,JORGE ALBERTO QUIÑONEZ SANTIZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUICHÉ NORTE,30938392,30938392,30938392,"IXCAN | LICEO MIXTO DEL NORTE FIN DE SEMANA | 5TA. CALLE, ZONA 1, PLAYA GRANDE"
14-20-0176-46,14-032,QUICHE,IXCAN,"PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA, PRONEA.","LOTE 16, COLONIA LA PAZ, ZONA 1, PLAYA GRANDE",30053859,LUCAS IQUI CAHUEC,BERNARDO ENRIQUES LAJUJ SICAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,QUICHÉ NORTE,30053859,30053859,30053859,"IXCAN | PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA, PRONEA. | LOTE 16, COLONIA LA PAZ, ZONA 1, PLAYA GRANDE"
14-20-0178-46,14-054,QUICHE,IXCAN,LICEO TECNOLOGICO DOCTOR JUAN JOSE AREVALO BERMEJO,ZONA 1 PLAYA GRANDE 2A. AV. Y 3A. CALLE ZONA 1,46613387,JERONIMO COC JUAREZ,NELSON ALFONSO CHOC SAM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),QUICHÉ NORTE,46613387,46613387,46613387,IXCAN | LICEO TECNOLOGICO DOCTOR JUAN JOSE AREVALO BERMEJO | ZONA 1 PLAYA GRANDE 2A. AV. Y 3A. CALLE ZONA 1
14-20-0180-46,14-054,QUICHE,IXCAN,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,ZONA 1 PLAYA GRANDE,30223394,JERONIMO COC JUAREZ,TEODORO RAMÍREZ VELÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),QUICHÉ NORTE,30223394,30223394,30223394,IXCAN | INSTITUTO NORMAL MIXTO CIENCIA Y ARTE | ZONA 1 PLAYA GRANDE
14-20-0181-46,14-054,QUICHE,IXCAN,COLEGIO MIXTO JOSÉ MARÍA,ALDEA LAS ROSAS,58937744,JERONIMO COC JUAREZ,CARLOS GILBERTO DIEGO MALDONADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),QUICHÉ NORTE,58937744,58937744,58937744,IXCAN | COLEGIO MIXTO JOSÉ MARÍA | ALDEA LAS ROSAS
14-20-0182-46,14-054,QUICHE,IXCAN,LICEO MIXTO DEL NORTE,ZONA 1 PLAYA GRANDE,31087045,JERONIMO COC JUAREZ,JORGE ALBERTO QUIÑONEZ SANTIZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),QUICHÉ NORTE,31087045,31087045,31087045,IXCAN | LICEO MIXTO DEL NORTE | ZONA 1 PLAYA GRANDE
14-20-0184-46,14-054,QUICHE,IXCAN,COLEGIO AMERICANO MAYA QUICHE,"LOTE 08 COLONIA BUENA VISTA, ENTRADA A SAN FRANCISCO",77557616,JERONIMO COC JUAREZ,MAYLING PATRICIA PINEDA URIZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),QUICHÉ NORTE,77557616,77557616,77557616,"IXCAN | COLEGIO AMERICANO MAYA QUICHE | LOTE 08 COLONIA BUENA VISTA, ENTRADA A SAN FRANCISCO"
14-20-0186-46,14-054,QUICHE,IXCAN,COLEGIO MIXTO PREUNIVERSITARIO BILINGÜE INTERCULTURAL,ZONA 1 PLAYA GRANDE,57891607,JERONIMO COC JUAREZ,MAURICIO YAT LUC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),QUICHÉ NORTE,57891607,57891607,57891607,IXCAN | COLEGIO MIXTO PREUNIVERSITARIO BILINGÜE INTERCULTURAL | ZONA 1 PLAYA GRANDE
14-20-0226-46,14-054,QUICHE,IXCAN,PROGRAMA MODALIDADES FLEXIBLES PARA LA EDUCACIÓN MEDIA,"LOTE 16, COLONIA LA PAZ, ZONA 1, PLAYA GRANDE",51799061,JERONIMO COC JUAREZ,OFELIA PAÁU TZI,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,QUICHÉ NORTE,51799061,51799061,51799061,"IXCAN | PROGRAMA MODALIDADES FLEXIBLES PARA LA EDUCACIÓN MEDIA | LOTE 16, COLONIA LA PAZ, ZONA 1, PLAYA GRANDE"
14-20-5525-46,14-054,QUICHE,IXCAN,COLEGIO AMERICANO MAYA QUICHE,ZONA 1 PLAYA GRANDE,77557616,JERONIMO COC JUAREZ,MAYLING PATRICIA PINEDA URIZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,77557616,77557616,77557616,IXCAN | COLEGIO AMERICANO MAYA QUICHE | ZONA 1 PLAYA GRANDE
14-20-5530-46,14-054,QUICHE,IXCAN,INSTITUTO DIVERSIFICADO MAYA PADRE GUILLERMO WOODS,PARCELAMIENTO PUEBLO NUEVO,30007257,JERONIMO COC JUAREZ,JOSÉ LUIS GARCÍA FRANCISCO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ NORTE,30007257,30007257,30007257,IXCAN | INSTITUTO DIVERSIFICADO MAYA PADRE GUILLERMO WOODS | PARCELAMIENTO PUEBLO NUEVO
14-20-5707-46,14-054,QUICHE,IXCAN,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,ZONA 1 PLAYA GRANDE,58908465,JERONIMO COC JUAREZ,TEODORO RAMÍREZ VELÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,58908465,58908465,58908465,IXCAN | INSTITUTO NORMAL MIXTO CIENCIA Y ARTE | ZONA 1 PLAYA GRANDE
14-20-5709-46,14-036,QUICHE,IXCAN,INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA,"3A. AVENIDA Y 3A. CALLE ZONA 1, EDIFICIO EL PEREGRINO",54606010,GONZALO VENTURA LUX,FRANCISCO SICAL SICAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUICHÉ NORTE,54606010,54606010,54606010,"IXCAN | INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA | 3A. AVENIDA Y 3A. CALLE ZONA 1, EDIFICIO EL PEREGRINO"
14-20-5717-46,14-054,QUICHE,IXCAN,ENBI ESCUELA NORMAL BILINGUE INTERCULTURAL MAYAB TIJOB AL OXLAJUJ TZ I,PARCELAMIENTO XALBAL,30053859,JERONIMO COC JUAREZ,JOSÉ ANDRADE GABRIEL AGUILAR,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),QUICHÉ NORTE,30053859,30053859,30053859,IXCAN | ENBI ESCUELA NORMAL BILINGUE INTERCULTURAL MAYAB TIJOB AL OXLAJUJ TZ I | PARCELAMIENTO XALBAL
14-20-5813-46,14-054,QUICHE,IXCAN,INSTITUTO TECNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN,"ZONA 1 PLAYA GRANDE CENTRO DE CAPACITACIÓN MUNICIPAL, ZONA 1, PLAYA GRANDE, IXCAN.",30340666,JERONIMO COC JUAREZ,LAURA NOHEMÍ CANO MÉRIDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),QUICHÉ NORTE,30340666,30340666,30340666,"IXCAN | INSTITUTO TECNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN | ZONA 1 PLAYA GRANDE CENTRO DE CAPACITACIÓN MUNICIPAL, ZONA 1, PLAYA GRANDE, IXCAN."
14-20-5872-46,14-054,QUICHE,IXCAN,LICEO AMERICANO MUNDO MAYA,ZONA 1 PLAYA GRANDE,77557616,JERONIMO COC JUAREZ,SINDY MARILÚ GIL PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,77557616,77557616,77557616,IXCAN | LICEO AMERICANO MUNDO MAYA | ZONA 1 PLAYA GRANDE
14-20-5873-46,14-054,QUICHE,IXCAN,LICEO AMERICANO MUNDO MAYA,ZONA 1 PLAYA GRANDE,77557616,JERONIMO COC JUAREZ,SILA MAGDALENA AC CHICOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUICHÉ NORTE,77557616,77557616,77557616,IXCAN | LICEO AMERICANO MUNDO MAYA | ZONA 1 PLAYA GRANDE
14-20-5876-46,14-054,QUICHE,IXCAN,INSTITUTO PRIVADO MIXTO DE DIVERSIFICADO KAIBIL BALAM,PARCELAMIENTO KAIBIL BALAM,30046660,JERONIMO COC JUAREZ,MIGUEL PÉREZ LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ NORTE,30046660,30046660,30046660,IXCAN | INSTITUTO PRIVADO MIXTO DE DIVERSIFICADO KAIBIL BALAM | PARCELAMIENTO KAIBIL BALAM
14-20-5881-46,14-054,QUICHE,IXCAN,INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,ZONA 1 PLAYA GRANDE,53681098,JERONIMO COC JUAREZ,HUGO ADALBERTO FERNANDEZ DELGADO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ NORTE,53681098,53681098,53681098,IXCAN | INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA | ZONA 1 PLAYA GRANDE
14-20-5966-46,14-054,QUICHE,IXCAN,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,ZONA 1 PLAYA GRANDE,54158954,JERONIMO COC JUAREZ,TEODORO RAMÍREZ VELÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUICHÉ NORTE,54158954,54158954,54158954,IXCAN | INSTITUTO NORMAL MIXTO CIENCIA Y ARTE | ZONA 1 PLAYA GRANDE
14-21-0006-46,14-042,QUICHE,PACHALUN,INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,CABECERA MUNICIPAL,56254999,OSBERTO FILADELFO RUIZ URÍZAR,OLEVER UDIEL MOTA CANO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,56254999,56254999,56254999,PACHALUN | INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA | CABECERA MUNICIPAL
14-21-0023-46,14-035,QUICHE,PACHALUN,LICEO INTERCULTURAL PACHALUMENSE,"VALLE LINDA VISTA, SALIDA A MORITAS",40895934,ERIK ISRAEL GIRON JUAREZ,EZEQUIEL MONTUFAR ORREGO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ,40895934,40895934,40895934,"PACHALUN | LICEO INTERCULTURAL PACHALUMENSE | VALLE LINDA VISTA, SALIDA A MORITAS"
14-21-0024-46,14-035,QUICHE,PACHALUN,LICEO INTERCULTURAL PACHALUMENSE,"VALLE LINDA VISTA, SALIDA A MORITAS",57461136,ERIK ISRAEL GIRON JUAREZ,MARVIN JHONY SOTO HERRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUICHÉ,57461136,57461136,57461136,"PACHALUN | LICEO INTERCULTURAL PACHALUMENSE | VALLE LINDA VISTA, SALIDA A MORITAS"
14-21-0026-46,14-035,QUICHE,PACHALUN,INSTITUTO TECNÓLOGICO PACHALUM,ZONA 2,41450108,ERIK ISRAEL GIRON JUAREZ,JOSUE ESTRADA Y ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ,41450108,41450108,41450108,PACHALUN | INSTITUTO TECNÓLOGICO PACHALUM | ZONA 2
